Datum Zeit,Schwartenberg PM2.5
,µg/m³
31-07-02,
30-07-02,20.67
29-07-02,
28-07-02,11.76
27-07-02,
26-07-02,9.14
25-07-02,
24-07-02,6.33
23-07-02,
22-07-02,6.39
21-07-02,
20-07-02,6.44
19-07-02,
18-07-02,2.22
17-07-02,
16-07-02,11.22
15-07-02,
14-07-02,13.94
13-07-02,
12-07-02,9.14
11-07-02,
10-07-02,15.21
09-07-02,
08-07-02,9.85
07-07-02,
06-07-02,10.24
05-07-02,
04-07-02,8.07
03-07-02,
02-07-02,7.75
01-07-02,

