Datum Zeit,Borna NO2
,µg/m³
01-08-02 00:00,25
31-07-02 23:00,33
31-07-02 22:00,31
31-07-02 21:00,46
31-07-02 20:00,58
31-07-02 19:00,79
31-07-02 18:00,56
31-07-02 17:00,88
31-07-02 16:00,69
31-07-02 15:00,27
31-07-02 14:00,40
31-07-02 13:00,48
31-07-02 12:00,50
31-07-02 11:00,37
31-07-02 10:00,40
31-07-02 09:00,34
31-07-02 08:00,41
31-07-02 07:00,65
31-07-02 06:00,59
31-07-02 05:00,53
31-07-02 04:00,43
31-07-02 03:00,39
31-07-02 02:00,27
31-07-02 01:00,24
31-07-02 00:00,22
30-07-02 23:00,20
30-07-02 22:00,22
30-07-02 21:00,32
30-07-02 20:00,31
30-07-02 19:00,44
30-07-02 18:00,52
30-07-02 17:00,48
30-07-02 16:00,65
30-07-02 15:00,55
30-07-02 14:00,56
30-07-02 13:00,48
30-07-02 12:00,53
30-07-02 11:00,55
30-07-02 10:00,60
30-07-02 09:00,51
30-07-02 08:00,60
30-07-02 07:00,66
30-07-02 06:00,61
30-07-02 05:00,46
30-07-02 04:00,40
30-07-02 03:00,34
30-07-02 02:00,28
30-07-02 01:00,27
30-07-02 00:00,36
29-07-02 23:00,34
29-07-02 22:00,27
29-07-02 21:00,28
29-07-02 20:00,29
29-07-02 19:00,31
29-07-02 18:00,47
29-07-02 17:00,57
29-07-02 16:00,43
29-07-02 15:00,47
29-07-02 14:00,51
29-07-02 13:00,40
29-07-02 12:00,42
29-07-02 11:00,37
29-07-02 10:00,29
29-07-02 09:00,35
29-07-02 08:00,59
29-07-02 07:00,58
29-07-02 06:00,57
29-07-02 05:00,45
29-07-02 04:00,42
29-07-02 03:00,44
29-07-02 02:00,34
29-07-02 01:00,34
29-07-02 00:00,45
28-07-02 23:00,46
28-07-02 22:00,69
28-07-02 21:00,52
28-07-02 20:00,46
28-07-02 19:00,46
28-07-02 18:00,40
28-07-02 17:00,29
28-07-02 16:00,24
28-07-02 15:00,17
28-07-02 14:00,19
28-07-02 13:00,16
28-07-02 12:00,15
28-07-02 11:00,22
28-07-02 10:00,25
28-07-02 09:00,15
28-07-02 08:00,16
28-07-02 07:00,14
28-07-02 06:00,14
28-07-02 05:00,16
28-07-02 04:00,16
28-07-02 03:00,15
28-07-02 02:00,16
28-07-02 01:00,18
28-07-02 00:00,24
27-07-02 23:00,31
27-07-02 22:00,28
27-07-02 21:00,35
27-07-02 20:00,35
27-07-02 19:00,29
27-07-02 18:00,23
27-07-02 17:00,23
27-07-02 16:00,14
27-07-02 15:00,16
27-07-02 14:00,25
27-07-02 13:00,26
27-07-02 12:00,24
27-07-02 11:00,25
27-07-02 10:00,11
27-07-02 09:00,17
27-07-02 08:00,26
27-07-02 07:00,26
27-07-02 06:00,22
27-07-02 05:00,20
27-07-02 04:00,20
27-07-02 03:00,20
27-07-02 02:00,23
27-07-02 01:00,23
27-07-02 00:00,23
26-07-02 23:00,29
26-07-02 22:00,36
26-07-02 21:00,43
26-07-02 20:00,41
26-07-02 19:00,46
26-07-02 18:00,48
26-07-02 17:00,62
26-07-02 16:00,69
26-07-02 15:00,59
26-07-02 14:00,63
26-07-02 13:00,53
26-07-02 12:00,58
26-07-02 11:00,59
26-07-02 10:00,58
26-07-02 09:00,53
26-07-02 08:00,42
26-07-02 07:00,50
26-07-02 06:00,50
26-07-02 05:00,40
26-07-02 04:00,29
26-07-02 03:00,28
26-07-02 02:00,18
26-07-02 01:00,19
26-07-02 00:00,25
25-07-02 23:00,31
25-07-02 22:00,25
25-07-02 21:00,25
25-07-02 20:00,21
25-07-02 19:00,42
25-07-02 18:00,20
25-07-02 17:00,16
25-07-02 16:00,28
25-07-02 15:00,22
25-07-02 14:00,
25-07-02 13:00,
25-07-02 12:00,27
25-07-02 11:00,40
25-07-02 10:00,45
25-07-02 09:00,38
25-07-02 08:00,38
25-07-02 07:00,43
25-07-02 06:00,50
25-07-02 05:00,34
25-07-02 04:00,32
25-07-02 03:00,26
25-07-02 02:00,16
25-07-02 01:00,15
25-07-02 00:00,19
24-07-02 23:00,27
24-07-02 22:00,22
24-07-02 21:00,26
24-07-02 20:00,36
24-07-02 19:00,43
24-07-02 18:00,41
24-07-02 17:00,42
24-07-02 16:00,11
24-07-02 15:00,35
24-07-02 14:00,39
24-07-02 13:00,39
24-07-02 12:00,38
24-07-02 11:00,
24-07-02 10:00,
24-07-02 09:00,43
24-07-02 08:00,54
24-07-02 07:00,70
24-07-02 06:00,68
24-07-02 05:00,41
24-07-02 04:00,35
24-07-02 03:00,35
24-07-02 02:00,19
24-07-02 01:00,17
24-07-02 00:00,20
23-07-02 23:00,26
23-07-02 22:00,29
23-07-02 21:00,41
23-07-02 20:00,42
23-07-02 19:00,47
23-07-02 18:00,54
23-07-02 17:00,57
23-07-02 16:00,65
23-07-02 15:00,
23-07-02 14:00,
23-07-02 13:00,
23-07-02 12:00,
23-07-02 11:00,
23-07-02 10:00,49
23-07-02 09:00,66
23-07-02 08:00,62
23-07-02 07:00,59
23-07-02 06:00,55
23-07-02 05:00,35
23-07-02 04:00,28
23-07-02 03:00,29
23-07-02 02:00,20
23-07-02 01:00,21
23-07-02 00:00,19
22-07-02 23:00,22
22-07-02 22:00,25
22-07-02 21:00,26
