Datum Zeit,Freiberg PM10
,µg/m³
31-07-02,37
30-07-02,36
29-07-02,28
28-07-02,20
27-07-02,16
26-07-02,21
25-07-02,14
24-07-02,15
23-07-02,19
22-07-02,13
21-07-02,20
20-07-02,16
19-07-02,12
18-07-02,11
17-07-02,10
16-07-02,23
15-07-02,25
14-07-02,21
13-07-02,23
12-07-02,16
11-07-02,14
10-07-02,22
09-07-02,23
08-07-02,19
07-07-02,14
06-07-02,15
05-07-02,20
04-07-02,15
03-07-02,15
02-07-02,14
01-07-02,20

