Datum Zeit,Chemnitz-Mitte PM10
,µg/m³
31-07-02,44
30-07-02,44
29-07-02,33
28-07-02,22
27-07-02,16
26-07-02,23
25-07-02,16
24-07-02,15
23-07-02,19
22-07-02,14
21-07-02,24
20-07-02,17
19-07-02,12
18-07-02,9
17-07-02,14
16-07-02,24
15-07-02,26
14-07-02,21
13-07-02,22
12-07-02,19
11-07-02,13
10-07-02,24
09-07-02,27
08-07-02,20
07-07-02,15
06-07-02,18
05-07-02,19
04-07-02,14
03-07-02,14
02-07-02,12
01-07-02,23

