Datum Zeit,Plauen-Sued NO2
,µg/m³
01-08-02 00:00,20
31-07-02 23:00,22
31-07-02 22:00,34
31-07-02 21:00,47
31-07-02 20:00,75
31-07-02 19:00,74
31-07-02 18:00,47
31-07-02 17:00,22
31-07-02 16:00,42
31-07-02 15:00,38
31-07-02 14:00,45
31-07-02 13:00,34
31-07-02 12:00,48
31-07-02 11:00,57
31-07-02 10:00,79
31-07-02 09:00,82
31-07-02 08:00,56
31-07-02 07:00,31
31-07-02 06:00,41
31-07-02 05:00,34
31-07-02 04:00,35
31-07-02 03:00,26
31-07-02 02:00,29
31-07-02 01:00,27
31-07-02 00:00,28
30-07-02 23:00,42
30-07-02 22:00,44
30-07-02 21:00,69
30-07-02 20:00,61
30-07-02 19:00,51
30-07-02 18:00,58
30-07-02 17:00,56
30-07-02 16:00,81
30-07-02 15:00,57
30-07-02 14:00,47
30-07-02 13:00,44
30-07-02 12:00,48
30-07-02 11:00,39
30-07-02 10:00,62
30-07-02 09:00,68
30-07-02 08:00,54
30-07-02 07:00,28
30-07-02 06:00,34
30-07-02 05:00,28
30-07-02 04:00,27
30-07-02 03:00,24
30-07-02 02:00,24
30-07-02 01:00,27
30-07-02 00:00,23
29-07-02 23:00,30
29-07-02 22:00,30
29-07-02 21:00,57
29-07-02 20:00,68
29-07-02 19:00,89
29-07-02 18:00,75
29-07-02 17:00,45
29-07-02 16:00,55
29-07-02 15:00,50
29-07-02 14:00,37
29-07-02 13:00,40
29-07-02 12:00,40
29-07-02 11:00,43
29-07-02 10:00,71
29-07-02 09:00,63
29-07-02 08:00,31
29-07-02 07:00,35
29-07-02 06:00,32
29-07-02 05:00,26
29-07-02 04:00,24
29-07-02 03:00,20
29-07-02 02:00,24
29-07-02 01:00,25
29-07-02 00:00,22
28-07-02 23:00,35
28-07-02 22:00,67
28-07-02 21:00,60
28-07-02 20:00,54
28-07-02 19:00,28
28-07-02 18:00,24
28-07-02 17:00,23
28-07-02 16:00,21
28-07-02 15:00,13
28-07-02 14:00,16
28-07-02 13:00,17
28-07-02 12:00,15
28-07-02 11:00,18
28-07-02 10:00,21
28-07-02 09:00,21
28-07-02 08:00,21
28-07-02 07:00,12
28-07-02 06:00,10
28-07-02 05:00,11
28-07-02 04:00,14
28-07-02 03:00,14
28-07-02 02:00,16
28-07-02 01:00,18
28-07-02 00:00,23
27-07-02 23:00,31
27-07-02 22:00,17
27-07-02 21:00,18
27-07-02 20:00,20
27-07-02 19:00,16
27-07-02 18:00,23
27-07-02 17:00,22
27-07-02 16:00,38
27-07-02 15:00,22
27-07-02 14:00,19
27-07-02 13:00,24
27-07-02 12:00,21
27-07-02 11:00,23
27-07-02 10:00,26
