Datum Zeit,Dresden-Winckelmannstr. PM10
,µg/m³
31-12-15,19
30-12-15,22
29-12-15,20
28-12-15,51
27-12-15,21
26-12-15,6
25-12-15,10
24-12-15,12
23-12-15,9
22-12-15,5
21-12-15,9
20-12-15,15
19-12-15,18
18-12-15,16
17-12-15,16
16-12-15,37
15-12-15,41
14-12-15,14
13-12-15,6
12-12-15,9
11-12-15,11
10-12-15,20
09-12-15,14
08-12-15,22
07-12-15,18
06-12-15,8
05-12-15,16
04-12-15,17
03-12-15,22
02-12-15,10
01-12-15,5

