Datum Zeit,Collmberg PM10
,µg/m³
31-12-15,10
30-12-15,21
29-12-15,16
28-12-15,34
27-12-15,16
26-12-15,7
25-12-15,8
24-12-15,8
23-12-15,7
22-12-15,4
21-12-15,9
20-12-15,13
19-12-15,13
18-12-15,14
17-12-15,5
16-12-15,23
15-12-15,24
14-12-15,11
13-12-15,4
12-12-15,7
11-12-15,8
10-12-15,10
09-12-15,13
08-12-15,13
07-12-15,12
06-12-15,9
05-12-15,6
04-12-15,12
03-12-15,14
02-12-15,10
01-12-15,5

