Datum Zeit,Dresden-Nord PM2.5
,µg/m³
31-12-15,19.36
30-12-15,18.19
29-12-15,14.44
28-12-15,20.53
27-12-15,11.66
26-12-15,5.16
25-12-15,7.91
24-12-15,9.51
23-12-15,8.15
22-12-15,4.62
21-12-15,8.31
20-12-15,13.71
19-12-15,14.27
18-12-15,13.68
17-12-15,15.14
16-12-15,28.55
15-12-15,30.66
14-12-15,10.77
13-12-15,5.62
12-12-15,6.77
11-12-15,10.89
10-12-15,12.89
09-12-15,9.97
08-12-15,18.11
07-12-15,13.94
06-12-15,7.83
05-12-15,13.86
04-12-15,15.53
03-12-15,14.74
02-12-15,7.53
01-12-15,4.07

