Datum Zeit,Plauen-Sued PM10
,µg/m³
31-12-15,15
30-12-15,21
29-12-15,22
28-12-15,32
27-12-15,15
26-12-15,9
25-12-15,10
24-12-15,14
23-12-15,15
22-12-15,6
21-12-15,10
20-12-15,14
19-12-15,19
18-12-15,16
17-12-15,11
16-12-15,25
15-12-15,32
14-12-15,20
13-12-15,7
12-12-15,7
11-12-15,14
10-12-15,13
09-12-15,18
08-12-15,21
07-12-15,19
06-12-15,12
05-12-15,12
04-12-15,22
03-12-15,26
02-12-15,17
01-12-15,8

