Datum Zeit,Brockau PM10
,µg/m³
31-12-15,11
30-12-15,18
29-12-15,13
28-12-15,29
27-12-15,13
26-12-15,7
25-12-15,8
24-12-15,11
23-12-15,9
22-12-15,4
21-12-15,7
20-12-15,13
19-12-15,15
18-12-15,12
17-12-15,6
16-12-15,21
15-12-15,24
14-12-15,9
13-12-15,6
12-12-15,4
11-12-15,10
10-12-15,11
09-12-15,11
08-12-15,12
07-12-15,10
06-12-15,9
05-12-15,8
04-12-15,13
03-12-15,17
02-12-15,8
01-12-15,3

