Datum Zeit,Zittau-Ost PM10
,µg/m³
31-05-15,11
30-05-15,10
29-05-15,12
28-05-15,12
27-05-15,10
26-05-15,11
25-05-15,18
24-05-15,17
23-05-15,19
22-05-15,15
21-05-15,14
20-05-15,17
19-05-15,17
18-05-15,
17-05-15,9
16-05-15,12
15-05-15,11
14-05-15,12
13-05-15,10
12-05-15,13
11-05-15,11
10-05-15,11
09-05-15,15
08-05-15,15
07-05-15,11
06-05-15,13
05-05-15,18
04-05-15,17
03-05-15,16
02-05-15,15
01-05-15,23

