Datum Zeit,Schwartenberg PM10
,µg/m³
31-05-15,8
30-05-15,8
29-05-15,9
28-05-15,10
27-05-15,10
26-05-15,8
25-05-15,14
24-05-15,10
23-05-15,17
22-05-15,11
21-05-15,14
20-05-15,9
19-05-15,9
18-05-15,14
17-05-15,10
16-05-15,13
15-05-15,9
14-05-15,11
13-05-15,10
12-05-15,19
11-05-15,16
10-05-15,9
09-05-15,9
08-05-15,11
07-05-15,7
06-05-15,10
05-05-15,16
04-05-15,5
03-05-15,11
02-05-15,11
01-05-15,8

