Datum Zeit,Niesky PM10
,µg/m³
31-05-15,10
30-05-15,9
29-05-15,13
28-05-15,14
27-05-15,10
26-05-15,13
25-05-15,17
24-05-15,11
23-05-15,17
22-05-15,13
21-05-15,16
20-05-15,13
19-05-15,14
18-05-15,17
17-05-15,13
16-05-15,16
15-05-15,11
14-05-15,
13-05-15,
12-05-15,9
11-05-15,7
10-05-15,8
09-05-15,10
08-05-15,9
07-05-15,7
06-05-15,9
05-05-15,13
04-05-15,8
03-05-15,15
02-05-15,9
01-05-15,15

