Datum Zeit,Freiberg PM10
,µg/m³
31-05-15,11
30-05-15,10
29-05-15,15
28-05-15,16
27-05-15,13
26-05-15,10
25-05-15,15
24-05-15,12
23-05-15,21
22-05-15,15
21-05-15,17
20-05-15,14
19-05-15,16
18-05-15,18
17-05-15,13
16-05-15,15
15-05-15,14
14-05-15,16
13-05-15,17
12-05-15,21
11-05-15,16
10-05-15,11
09-05-15,13
08-05-15,16
07-05-15,14
06-05-15,14
05-05-15,16
04-05-15,8
03-05-15,13
02-05-15,18
01-05-15,19

