Datum Zeit,Dresden-Winckelmannstr. PM10
,µg/m³
31-05-15,9
30-05-15,7
29-05-15,10
28-05-15,12
27-05-15,12
26-05-15,9
25-05-15,15
24-05-15,11
23-05-15,16
22-05-15,13
21-05-15,13
20-05-15,12
19-05-15,12
18-05-15,16
17-05-15,12
16-05-15,14
15-05-15,12
14-05-15,11
13-05-15,12
12-05-15,15
11-05-15,12
10-05-15,12
09-05-15,14
08-05-15,15
07-05-15,10
06-05-15,10
05-05-15,16
04-05-15,9
03-05-15,13
02-05-15,16
01-05-15,14

