Datum Zeit,Dresden-Bergstraße PM2.5
,µg/m³
31-05-15,7.62
30-05-15,6.21
29-05-15,11.98
28-05-15,10.68
27-05-15,7.25
26-05-15,6.85
25-05-15,13.46
24-05-15,10.14
23-05-15,13.38
22-05-15,11.37
21-05-15,12.83
20-05-15,9.44
19-05-15,8.66
18-05-15,11.67
17-05-15,7.79
16-05-15,11.07
15-05-15,10.25
14-05-15,9.15
13-05-15,9.85
12-05-15,12.11
11-05-15,8.87
10-05-15,7.49
09-05-15,9.96
08-05-15,10.68
07-05-15,8.36
06-05-15,9.39
05-05-15,13.81
04-05-15,10.93
03-05-15,12.00
02-05-15,14.94
01-05-15,13.51

