Datum Zeit,Brockau PM10
,µg/m³
31-05-15,8
30-05-15,7
29-05-15,10
28-05-15,13
27-05-15,8
26-05-15,8
25-05-15,17
24-05-15,10
23-05-15,21
22-05-15,13
21-05-15,13
20-05-15,10
19-05-15,35
18-05-15,17
17-05-15,11
16-05-15,13
15-05-15,10
14-05-15,13
13-05-15,12
12-05-15,18
11-05-15,11
10-05-15,9
09-05-15,13
08-05-15,13
07-05-15,10
06-05-15,10
05-05-15,10
04-05-15,6
03-05-15,9
02-05-15,16
01-05-15,18

