Datum Zeit,Dresden-Nord PM2.5
,µg/m³
31-05-15,6.86
30-05-15,5.64
29-05-15,8.74
28-05-15,9.35
27-05-15,6.62
26-05-15,6.50
25-05-15,13.24
24-05-15,9.08
23-05-15,11.36
22-05-15,9.90
21-05-15,9.21
20-05-15,8.19
19-05-15,8.18
18-05-15,9.87
17-05-15,7.51
16-05-15,10.52
15-05-15,8.99
14-05-15,8.88
13-05-15,8.11
12-05-15,9.68
11-05-15,7.12
10-05-15,7.20
09-05-15,8.77
08-05-15,8.24
07-05-15,6.07
06-05-15,7.44
05-05-15,12.33
04-05-15,7.89
03-05-15,12.12
02-05-15,14.50
01-05-15,13.57

