Datum Zeit,Klingenthal PM10
,µg/m³
31-05-15,8
30-05-15,8
29-05-15,11
28-05-15,12
27-05-15,10
26-05-15,11
25-05-15,13
24-05-15,14
23-05-15,16
22-05-15,12
21-05-15,13
20-05-15,10
19-05-15,10
18-05-15,12
17-05-15,11
16-05-15,12
15-05-15,10
14-05-15,13
13-05-15,12
12-05-15,16
11-05-15,12
10-05-15,9
09-05-15,12
08-05-15,12
07-05-15,9
06-05-15,10
05-05-15,
04-05-15,7
03-05-15,11
02-05-15,12
01-05-15,9

