Datum Zeit,Leipzig-West PM10
,µg/m³
31-05-15,9
30-05-15,6
29-05-15,10
28-05-15,12
27-05-15,10
26-05-15,8
25-05-15,17
24-05-15,10
23-05-15,22
22-05-15,14
21-05-15,14
20-05-15,12
19-05-15,11
18-05-15,15
17-05-15,12
16-05-15,17
15-05-15,12
14-05-15,9
13-05-15,13
12-05-15,15
11-05-15,13
10-05-15,10
09-05-15,13
08-05-15,13
07-05-15,10
06-05-15,11
05-05-15,13
04-05-15,7
03-05-15,14
02-05-15,15
01-05-15,16

