Datum Zeit,Brockau PM10
,µg/m³
30-06-17,
29-06-17,
28-06-17,
27-06-17,
26-06-17,
25-06-17,
24-06-17,
23-06-17,
22-06-17,
21-06-17,
20-06-17,
19-06-17,
18-06-17,10
17-06-17,6
16-06-17,13
15-06-17,11
14-06-17,11
13-06-17,12
12-06-17,11
11-06-17,8
10-06-17,8
09-06-17,7
08-06-17,9
07-06-17,6
06-06-17,7
05-06-17,9
04-06-17,7
03-06-17,12
02-06-17,11
01-06-17,10

