Datum Zeit,Annaberg-Buchholz PM10
,µg/m³
30-06-17,
29-06-17,
28-06-17,
27-06-17,14
26-06-17,9
25-06-17,8
24-06-17,12
23-06-17,17
22-06-17,13
21-06-17,12
20-06-17,15
19-06-17,12
18-06-17,12
17-06-17,8
16-06-17,13
15-06-17,11
14-06-17,13
13-06-17,13
12-06-17,12
11-06-17,9
10-06-17,10
09-06-17,10
08-06-17,9
07-06-17,6
06-06-17,9
05-06-17,10
04-06-17,9
03-06-17,15
02-06-17,13
01-06-17,12

