Datum Zeit,Chemnitz-Leipziger Str. NO
,µg/m³
01-02-05 00:00,2
31-01-05 23:00,4
31-01-05 22:00,9
31-01-05 21:00,14
31-01-05 20:00,33
31-01-05 19:00,33
31-01-05 18:00,38
31-01-05 17:00,49
31-01-05 16:00,77
31-01-05 15:00,81
31-01-05 14:00,77
31-01-05 13:00,73
31-01-05 12:00,68
31-01-05 11:00,86
31-01-05 10:00,74
31-01-05 09:00,65
31-01-05 08:00,90
31-01-05 07:00,70
31-01-05 06:00,38
31-01-05 05:00,12
31-01-05 04:00,3
31-01-05 03:00,3
31-01-05 02:00,2
31-01-05 01:00,5
31-01-05 00:00,10
30-01-05 23:00,38
30-01-05 22:00,7
30-01-05 21:00,20
30-01-05 20:00,12
30-01-05 19:00,32
30-01-05 18:00,30
30-01-05 17:00,38
30-01-05 16:00,25
30-01-05 15:00,25
30-01-05 14:00,18
30-01-05 13:00,22
30-01-05 12:00,19
30-01-05 11:00,19
30-01-05 10:00,14
30-01-05 09:00,16
30-01-05 08:00,4
30-01-05 07:00,5
30-01-05 06:00,11
30-01-05 05:00,4
30-01-05 04:00,5
30-01-05 03:00,11
30-01-05 02:00,23
30-01-05 01:00,32
30-01-05 00:00,43
29-01-05 23:00,58
29-01-05 22:00,41
29-01-05 21:00,57
29-01-05 20:00,74
29-01-05 19:00,78
29-01-05 18:00,82
29-01-05 17:00,75
29-01-05 16:00,60
29-01-05 15:00,76
29-01-05 14:00,62
29-01-05 13:00,114
29-01-05 12:00,144
29-01-05 11:00,162
29-01-05 10:00,139
29-01-05 09:00,148
29-01-05 08:00,79
29-01-05 07:00,64
29-01-05 06:00,56
29-01-05 05:00,33
29-01-05 04:00,33
29-01-05 03:00,59
29-01-05 02:00,51
29-01-05 01:00,81
29-01-05 00:00,102
28-01-05 23:00,124
28-01-05 22:00,83
28-01-05 21:00,94
28-01-05 20:00,127
28-01-05 19:00,160
28-01-05 18:00,202
28-01-05 17:00,218
28-01-05 16:00,232
28-01-05 15:00,239
28-01-05 14:00,256
28-01-05 13:00,286
28-01-05 12:00,258
28-01-05 11:00,210
28-01-05 10:00,189
28-01-05 09:00,172
28-01-05 08:00,131
28-01-05 07:00,105
28-01-05 06:00,75
28-01-05 05:00,23
28-01-05 04:00,18
28-01-05 03:00,9
28-01-05 02:00,10
28-01-05 01:00,18
28-01-05 00:00,20
27-01-05 23:00,47
27-01-05 22:00,67
27-01-05 21:00,77
27-01-05 20:00,74
27-01-05 19:00,117
27-01-05 18:00,139
27-01-05 17:00,145
27-01-05 16:00,110
27-01-05 15:00,142
27-01-05 14:00,74
27-01-05 13:00,40
27-01-05 12:00,53
27-01-05 11:00,52
27-01-05 10:00,58
27-01-05 09:00,123
27-01-05 08:00,102
27-01-05 07:00,75
27-01-05 06:00,28
27-01-05 05:00,6
27-01-05 04:00,1
27-01-05 03:00,1
27-01-05 02:00,1
27-01-05 01:00,1
27-01-05 00:00,1
26-01-05 23:00,1
26-01-05 22:00,4
26-01-05 21:00,2
26-01-05 20:00,4
26-01-05 19:00,6
26-01-05 18:00,10
26-01-05 17:00,8
26-01-05 16:00,17
26-01-05 15:00,8
26-01-05 14:00,9
26-01-05 13:00,13
26-01-05 12:00,12
26-01-05 11:00,8
26-01-05 10:00,5
26-01-05 09:00,5
26-01-05 08:00,4
26-01-05 07:00,2
26-01-05 06:00,1
26-01-05 05:00,1
26-01-05 04:00,1
26-01-05 03:00,1
26-01-05 02:00,1
26-01-05 01:00,1
26-01-05 00:00,1
25-01-05 23:00,1
25-01-05 22:00,1
25-01-05 21:00,2
25-01-05 20:00,2
25-01-05 19:00,7
25-01-05 18:00,17
25-01-05 17:00,24
25-01-05 16:00,26
25-01-05 15:00,26
25-01-05 14:00,35
25-01-05 13:00,33
25-01-05 12:00,11
25-01-05 11:00,18
25-01-05 10:00,14
25-01-05 09:00,28
25-01-05 08:00,22
25-01-05 07:00,13
25-01-05 06:00,8
25-01-05 05:00,7
25-01-05 04:00,3
25-01-05 03:00,1
25-01-05 02:00,1
25-01-05 01:00,1
25-01-05 00:00,1
24-01-05 23:00,2
24-01-05 22:00,1
24-01-05 21:00,3
24-01-05 20:00,22
24-01-05 19:00,66
24-01-05 18:00,15
24-01-05 17:00,15
24-01-05 16:00,15
24-01-05 15:00,32
24-01-05 14:00,8
24-01-05 13:00,10
24-01-05 12:00,25
24-01-05 11:00,53
24-01-05 10:00,45
24-01-05 09:00,74
24-01-05 08:00,56
24-01-05 07:00,72
24-01-05 06:00,42
24-01-05 05:00,8
24-01-05 04:00,7
24-01-05 03:00,5
24-01-05 02:00,3
24-01-05 01:00,13
24-01-05 00:00,13
23-01-05 23:00,67
23-01-05 22:00,7
23-01-05 21:00,6
23-01-05 20:00,9
23-01-05 19:00,34
23-01-05 18:00,29
23-01-05 17:00,24
23-01-05 16:00,30
23-01-05 15:00,37
23-01-05 14:00,12
23-01-05 13:00,26
23-01-05 12:00,13
23-01-05 11:00,10
23-01-05 10:00,3
23-01-05 09:00,3
23-01-05 08:00,3
23-01-05 07:00,2
23-01-05 06:00,4
23-01-05 05:00,2
23-01-05 04:00,2
23-01-05 03:00,1
23-01-05 02:00,4
23-01-05 01:00,6
23-01-05 00:00,6
22-01-05 23:00,12
22-01-05 22:00,9
22-01-05 21:00,22
22-01-05 20:00,17
22-01-05 19:00,36
22-01-05 18:00,32
22-01-05 17:00,29
22-01-05 16:00,34
22-01-05 15:00,51
22-01-05 14:00,27
22-01-05 13:00,33
22-01-05 12:00,36
22-01-05 11:00,14
22-01-05 10:00,17
22-01-05 09:00,5
22-01-05 08:00,4
22-01-05 07:00,2
22-01-05 06:00,2
22-01-05 05:00,1
22-01-05 04:00,1
22-01-05 03:00,2
22-01-05 02:00,3
22-01-05 01:00,2
22-01-05 00:00,3
21-01-05 23:00,5
21-01-05 22:00,6
21-01-05 21:00,8
21-01-05 20:00,12
21-01-05 19:00,15
21-01-05 18:00,20
21-01-05 17:00,21
21-01-05 16:00,40
21-01-05 15:00,35
21-01-05 14:00,35
21-01-05 13:00,37
21-01-05 12:00,43
21-01-05 11:00,51
21-01-05 10:00,36
21-01-05 09:00,38
21-01-05 08:00,38
21-01-05 07:00,17
21-01-05 06:00,7
21-01-05 05:00,1
21-01-05 04:00,1
21-01-05 03:00,1
21-01-05 02:00,1
21-01-05 01:00,1
21-01-05 00:00,3
20-01-05 23:00,4
20-01-05 22:00,5
20-01-05 21:00,8
20-01-05 20:00,15
20-01-05 19:00,37
20-01-05 18:00,35
20-01-05 17:00,62
20-01-05 16:00,54
20-01-05 15:00,39
20-01-05 14:00,33
20-01-05 13:00,25
20-01-05 12:00,38
20-01-05 11:00,59
20-01-05 10:00,41
20-01-05 09:00,37
20-01-05 08:00,45
20-01-05 07:00,29
20-01-05 06:00,15
20-01-05 05:00,8
20-01-05 04:00,4
20-01-05 03:00,1
20-01-05 02:00,1
20-01-05 01:00,5
20-01-05 00:00,9
19-01-05 23:00,10
19-01-05 22:00,9
19-01-05 21:00,15
19-01-05 20:00,25
19-01-05 19:00,40
19-01-05 18:00,82
19-01-05 17:00,122
19-01-05 16:00,100
19-01-05 15:00,98
19-01-05 14:00,77
19-01-05 13:00,79
19-01-05 12:00,74
19-01-05 11:00,93
19-01-05 10:00,91
19-01-05 09:00,92
19-01-05 08:00,115
19-01-05 07:00,88
19-01-05 06:00,56
19-01-05 05:00,10
19-01-05 04:00,7
19-01-05 03:00,3
19-01-05 02:00,1
19-01-05 01:00,9
19-01-05 00:00,10
18-01-05 23:00,17
18-01-05 22:00,27
18-01-05 21:00,77
18-01-05 20:00,100
18-01-05 19:00,136
18-01-05 18:00,116
18-01-05 17:00,133
18-01-05 16:00,141
18-01-05 15:00,111
18-01-05 14:00,82
18-01-05 13:00,81
18-01-05 12:00,84
18-01-05 11:00,68
18-01-05 10:00,52
18-01-05 09:00,106
18-01-05 08:00,104
18-01-05 07:00,73
18-01-05 06:00,33
18-01-05 05:00,9
18-01-05 04:00,6
18-01-05 03:00,1
18-01-05 02:00,1
18-01-05 01:00,3
18-01-05 00:00,9
17-01-05 23:00,15
17-01-05 22:00,55
17-01-05 21:00,86
17-01-05 20:00,75
17-01-05 19:00,159
17-01-05 18:00,183
17-01-05 17:00,183
17-01-05 16:00,198
17-01-05 15:00,185
17-01-05 14:00,136
17-01-05 13:00,102
17-01-05 12:00,126
17-01-05 11:00,216
17-01-05 10:00,497
17-01-05 09:00,380
17-01-05 08:00,363
17-01-05 07:00,282
17-01-05 06:00,174
17-01-05 05:00,52
17-01-05 04:00,22
17-01-05 03:00,14
17-01-05 02:00,6
17-01-05 01:00,26
17-01-05 00:00,47
16-01-05 23:00,138
16-01-05 22:00,42
16-01-05 21:00,65
16-01-05 20:00,52
16-01-05 19:00,117
16-01-05 18:00,185
16-01-05 17:00,191
16-01-05 16:00,111
16-01-05 15:00,108
16-01-05 14:00,61
16-01-05 13:00,56
16-01-05 12:00,62
16-01-05 11:00,85
16-01-05 10:00,70
16-01-05 09:00,80
16-01-05 08:00,30
16-01-05 07:00,17
16-01-05 06:00,44
16-01-05 05:00,34
16-01-05 04:00,52
16-01-05 03:00,62
16-01-05 02:00,93
16-01-05 01:00,85
16-01-05 00:00,90
15-01-05 23:00,139
15-01-05 22:00,138
15-01-05 21:00,153
15-01-05 20:00,151
15-01-05 19:00,172
15-01-05 18:00,83
15-01-05 17:00,56
15-01-05 16:00,76
15-01-05 15:00,59
15-01-05 14:00,52
15-01-05 13:00,79
15-01-05 12:00,88
15-01-05 11:00,108
15-01-05 10:00,92
15-01-05 09:00,64
15-01-05 08:00,48
15-01-05 07:00,22
15-01-05 06:00,19
15-01-05 05:00,10
15-01-05 04:00,8
15-01-05 03:00,7
15-01-05 02:00,12
15-01-05 01:00,14
15-01-05 00:00,17
14-01-05 23:00,24
14-01-05 22:00,22
14-01-05 21:00,42
14-01-05 20:00,61
14-01-05 19:00,81
14-01-05 18:00,79
14-01-05 17:00,101
14-01-05 16:00,108
14-01-05 15:00,119
14-01-05 14:00,116
14-01-05 13:00,112
14-01-05 12:00,126
14-01-05 11:00,124
14-01-05 10:00,114
14-01-05 09:00,90
14-01-05 08:00,95
14-01-05 07:00,68
14-01-05 06:00,27
14-01-05 05:00,6
14-01-05 04:00,4
14-01-05 03:00,5
14-01-05 02:00,2
14-01-05 01:00,4
14-01-05 00:00,5
13-01-05 23:00,11
13-01-05 22:00,10
13-01-05 21:00,24
13-01-05 20:00,38
13-01-05 19:00,57
13-01-05 18:00,98
13-01-05 17:00,140
13-01-05 16:00,149
13-01-05 15:00,97
