Datum Zeit,Goerlitz PM10
,µg/m³
31-01-05,15
30-01-05,35
29-01-05,43
28-01-05,38
27-01-05,28
26-01-05,28
25-01-05,34
24-01-05,18
23-01-05,14
22-01-05,9
21-01-05,8
20-01-05,13
19-01-05,38
18-01-05,47
17-01-05,41
16-01-05,40
15-01-05,32
14-01-05,20
13-01-05,20
12-01-05,37
11-01-05,33
10-01-05,23
09-01-05,13
08-01-05,12
07-01-05,19
06-01-05,
05-01-05,
04-01-05,13
03-01-05,10
02-01-05,12
01-01-05,24

