Datum Zeit,Annaberg-Buchholz NO
,µg/m³
01-02-05 00:00,1
31-01-05 23:00,1
31-01-05 22:00,1
31-01-05 21:00,1
31-01-05 20:00,3
31-01-05 19:00,11
31-01-05 18:00,8
31-01-05 17:00,12
31-01-05 16:00,17
31-01-05 15:00,19
31-01-05 14:00,15
31-01-05 13:00,15
31-01-05 12:00,18
31-01-05 11:00,15
31-01-05 10:00,15
31-01-05 09:00,17
31-01-05 08:00,12
31-01-05 07:00,2
31-01-05 06:00,2
31-01-05 05:00,1
31-01-05 04:00,1
31-01-05 03:00,1
31-01-05 02:00,1
31-01-05 01:00,1
31-01-05 00:00,2
30-01-05 23:00,1
30-01-05 22:00,2
30-01-05 21:00,4
30-01-05 20:00,3
30-01-05 19:00,7
30-01-05 18:00,7
30-01-05 17:00,5
30-01-05 16:00,6
30-01-05 15:00,6
30-01-05 14:00,6
30-01-05 13:00,4
30-01-05 12:00,8
30-01-05 11:00,9
30-01-05 10:00,8
30-01-05 09:00,6
30-01-05 08:00,2
30-01-05 07:00,4
30-01-05 06:00,4
30-01-05 05:00,2
30-01-05 04:00,1
30-01-05 03:00,2
30-01-05 02:00,1
30-01-05 01:00,3
30-01-05 00:00,2
29-01-05 23:00,5
29-01-05 22:00,4
29-01-05 21:00,7
29-01-05 20:00,5
29-01-05 19:00,12
29-01-05 18:00,16
29-01-05 17:00,9
29-01-05 16:00,12
29-01-05 15:00,9
29-01-05 14:00,8
29-01-05 13:00,14
29-01-05 12:00,22
29-01-05 11:00,23
29-01-05 10:00,28
29-01-05 09:00,22
29-01-05 08:00,10
29-01-05 07:00,11
29-01-05 06:00,18
29-01-05 05:00,6
29-01-05 04:00,5
29-01-05 03:00,2
29-01-05 02:00,3
29-01-05 01:00,7
29-01-05 00:00,10
28-01-05 23:00,23
28-01-05 22:00,16
28-01-05 21:00,27
28-01-05 20:00,27
28-01-05 19:00,20
28-01-05 18:00,20
28-01-05 17:00,17
28-01-05 16:00,25
28-01-05 15:00,24
28-01-05 14:00,26
28-01-05 13:00,27
28-01-05 12:00,33
28-01-05 11:00,28
28-01-05 10:00,32
28-01-05 09:00,37
28-01-05 08:00,29
28-01-05 07:00,20
28-01-05 06:00,10
28-01-05 05:00,2
28-01-05 04:00,3
28-01-05 03:00,1
28-01-05 02:00,1
28-01-05 01:00,2
28-01-05 00:00,2
27-01-05 23:00,4
27-01-05 22:00,4
27-01-05 21:00,9
27-01-05 20:00,4
27-01-05 19:00,4
27-01-05 18:00,7
27-01-05 17:00,10
27-01-05 16:00,14
27-01-05 15:00,11
27-01-05 14:00,17
27-01-05 13:00,12
27-01-05 12:00,12
27-01-05 11:00,16
27-01-05 10:00,14
27-01-05 09:00,12
27-01-05 08:00,11
27-01-05 07:00,5
27-01-05 06:00,4
27-01-05 05:00,1
27-01-05 04:00,1
27-01-05 03:00,1
27-01-05 02:00,1
27-01-05 01:00,1
27-01-05 00:00,1
26-01-05 23:00,1
26-01-05 22:00,1
26-01-05 21:00,1
26-01-05 20:00,1
26-01-05 19:00,3
26-01-05 18:00,7
26-01-05 17:00,7
26-01-05 16:00,17
26-01-05 15:00,11
26-01-05 14:00,12
26-01-05 13:00,18
26-01-05 12:00,17
26-01-05 11:00,10
26-01-05 10:00,13
26-01-05 09:00,18
26-01-05 08:00,11
26-01-05 07:00,9
26-01-05 06:00,7
26-01-05 05:00,1
26-01-05 04:00,1
26-01-05 03:00,1
26-01-05 02:00,1
26-01-05 01:00,1
26-01-05 00:00,1
25-01-05 23:00,1
25-01-05 22:00,1
25-01-05 21:00,1
25-01-05 20:00,5
25-01-05 19:00,7
25-01-05 18:00,8
25-01-05 17:00,8
25-01-05 16:00,9
25-01-05 15:00,15
25-01-05 14:00,9
25-01-05 13:00,10
25-01-05 12:00,11
25-01-05 11:00,7
25-01-05 10:00,12
25-01-05 09:00,10
25-01-05 08:00,9
25-01-05 07:00,3
25-01-05 06:00,4
25-01-05 05:00,2
25-01-05 04:00,1
