Datum Zeit,Chemnitz-Mitte PM10
,µg/m³
31-01-05,18
30-01-05,23
29-01-05,42
28-01-05,33
27-01-05,27
26-01-05,24
25-01-05,16
24-01-05,8
23-01-05,8
22-01-05,8
21-01-05,5
20-01-05,6
19-01-05,11
18-01-05,22
17-01-05,36
16-01-05,28
15-01-05,26
14-01-05,18
13-01-05,14
12-01-05,15
11-01-05,20
10-01-05,8
09-01-05,12
08-01-05,6
07-01-05,11
06-01-05,11
05-01-05,11
04-01-05,11
03-01-05,10
02-01-05,
01-01-05,18

