Datum Zeit,Glauchau NO2
,µg/m³
01-02-05 00:00,15
31-01-05 23:00,26
31-01-05 22:00,27
31-01-05 21:00,32
31-01-05 20:00,43
31-01-05 19:00,40
31-01-05 18:00,37
31-01-05 17:00,34
31-01-05 16:00,35
31-01-05 15:00,29
31-01-05 14:00,27
31-01-05 13:00,26
31-01-05 12:00,37
31-01-05 11:00,34
31-01-05 10:00,37
31-01-05 09:00,36
31-01-05 08:00,38
31-01-05 07:00,33
31-01-05 06:00,19
31-01-05 05:00,18
31-01-05 04:00,22
31-01-05 03:00,21
31-01-05 02:00,21
31-01-05 01:00,20
31-01-05 00:00,19
30-01-05 23:00,20
30-01-05 22:00,20
30-01-05 21:00,20
30-01-05 20:00,21
30-01-05 19:00,20
30-01-05 18:00,23
30-01-05 17:00,20
30-01-05 16:00,20
30-01-05 15:00,18
30-01-05 14:00,17
30-01-05 13:00,18
30-01-05 12:00,18
30-01-05 11:00,17
30-01-05 10:00,20
30-01-05 09:00,20
30-01-05 08:00,21
30-01-05 07:00,18
30-01-05 06:00,19
30-01-05 05:00,20
30-01-05 04:00,21
30-01-05 03:00,23
30-01-05 02:00,26
30-01-05 01:00,55
30-01-05 00:00,61
29-01-05 23:00,61
29-01-05 22:00,51
29-01-05 21:00,53
29-01-05 20:00,47
29-01-05 19:00,42
29-01-05 18:00,44
29-01-05 17:00,38
29-01-05 16:00,41
29-01-05 15:00,33
29-01-05 14:00,29
29-01-05 13:00,27
29-01-05 12:00,32
29-01-05 11:00,37
29-01-05 10:00,44
29-01-05 09:00,50
29-01-05 08:00,52
29-01-05 07:00,51
29-01-05 06:00,54
29-01-05 05:00,55
29-01-05 04:00,55
29-01-05 03:00,57
29-01-05 02:00,59
29-01-05 01:00,58
29-01-05 00:00,58
28-01-05 23:00,67
28-01-05 22:00,67
28-01-05 21:00,59
28-01-05 20:00,61
28-01-05 19:00,61
28-01-05 18:00,59
28-01-05 17:00,48
28-01-05 16:00,42
28-01-05 15:00,40
28-01-05 14:00,39
28-01-05 13:00,35
28-01-05 12:00,38
28-01-05 11:00,36
28-01-05 10:00,42
28-01-05 09:00,45
28-01-05 08:00,52
28-01-05 07:00,46
28-01-05 06:00,43
28-01-05 05:00,46
28-01-05 04:00,41
28-01-05 03:00,40
28-01-05 02:00,40
28-01-05 01:00,44
28-01-05 00:00,43
27-01-05 23:00,45
27-01-05 22:00,49
27-01-05 21:00,48
27-01-05 20:00,55
27-01-05 19:00,43
27-01-05 18:00,45
27-01-05 17:00,42
27-01-05 16:00,39
27-01-05 15:00,36
27-01-05 14:00,34
27-01-05 13:00,32
27-01-05 12:00,34
27-01-05 11:00,32
27-01-05 10:00,44
27-01-05 09:00,53
27-01-05 08:00,52
27-01-05 07:00,46
27-01-05 06:00,35
27-01-05 05:00,23
27-01-05 04:00,17
27-01-05 03:00,16
27-01-05 02:00,18
27-01-05 01:00,14
27-01-05 00:00,19
26-01-05 23:00,18
26-01-05 22:00,18
26-01-05 21:00,23
26-01-05 20:00,24
26-01-05 19:00,30
26-01-05 18:00,35
26-01-05 17:00,28
26-01-05 16:00,26
26-01-05 15:00,16
26-01-05 14:00,17
26-01-05 13:00,14
26-01-05 12:00,16
26-01-05 11:00,15
26-01-05 10:00,16
