Datum Zeit,Glauchau NO
,µg/m³
01-02-05 00:00,1
31-01-05 23:00,8
31-01-05 22:00,4
31-01-05 21:00,7
31-01-05 20:00,8
31-01-05 19:00,11
31-01-05 18:00,9
31-01-05 17:00,9
31-01-05 16:00,18
31-01-05 15:00,13
31-01-05 14:00,17
31-01-05 13:00,16
31-01-05 12:00,27
31-01-05 11:00,18
31-01-05 10:00,29
31-01-05 09:00,17
31-01-05 08:00,24
31-01-05 07:00,15
31-01-05 06:00,4
31-01-05 05:00,1
31-01-05 04:00,1
31-01-05 03:00,1
31-01-05 02:00,1
31-01-05 01:00,1
31-01-05 00:00,1
30-01-05 23:00,2
30-01-05 22:00,2
30-01-05 21:00,2
30-01-05 20:00,4
30-01-05 19:00,2
30-01-05 18:00,4
30-01-05 17:00,3
30-01-05 16:00,5
30-01-05 15:00,4
30-01-05 14:00,5
30-01-05 13:00,6
30-01-05 12:00,6
30-01-05 11:00,5
30-01-05 10:00,4
30-01-05 09:00,3
30-01-05 08:00,3
30-01-05 07:00,1
30-01-05 06:00,1
30-01-05 05:00,1
30-01-05 04:00,1
30-01-05 03:00,1
30-01-05 02:00,2
30-01-05 01:00,17
30-01-05 00:00,31
29-01-05 23:00,21
29-01-05 22:00,10
29-01-05 21:00,13
29-01-05 20:00,10
29-01-05 19:00,7
29-01-05 18:00,11
29-01-05 17:00,9
29-01-05 16:00,18
29-01-05 15:00,17
29-01-05 14:00,20
29-01-05 13:00,19
29-01-05 12:00,22
29-01-05 11:00,27
29-01-05 10:00,30
29-01-05 09:00,24
29-01-05 08:00,16
29-01-05 07:00,18
29-01-05 06:00,22
29-01-05 05:00,27
29-01-05 04:00,26
29-01-05 03:00,42
29-01-05 02:00,54
29-01-05 01:00,44
29-01-05 00:00,41
28-01-05 23:00,100
28-01-05 22:00,83
28-01-05 21:00,34
28-01-05 20:00,33
28-01-05 19:00,35
28-01-05 18:00,40
28-01-05 17:00,29
28-01-05 16:00,28
28-01-05 15:00,42
28-01-05 14:00,41
28-01-05 13:00,39
28-01-05 12:00,43
28-01-05 11:00,36
28-01-05 10:00,39
28-01-05 09:00,31
28-01-05 08:00,39
28-01-05 07:00,27
28-01-05 06:00,12
28-01-05 05:00,4
28-01-05 04:00,3
28-01-05 03:00,1
28-01-05 02:00,1
28-01-05 01:00,1
28-01-05 00:00,1
27-01-05 23:00,5
27-01-05 22:00,17
27-01-05 21:00,18
27-01-05 20:00,26
27-01-05 19:00,18
27-01-05 18:00,15
27-01-05 17:00,30
27-01-05 16:00,34
27-01-05 15:00,32
27-01-05 14:00,32
27-01-05 13:00,29
27-01-05 12:00,30
27-01-05 11:00,25
27-01-05 10:00,32
27-01-05 09:00,26
27-01-05 08:00,27
27-01-05 07:00,24
27-01-05 06:00,8
27-01-05 05:00,2
27-01-05 04:00,1
27-01-05 03:00,1
27-01-05 02:00,1
27-01-05 01:00,1
27-01-05 00:00,1
26-01-05 23:00,1
26-01-05 22:00,2
26-01-05 21:00,5
26-01-05 20:00,5
26-01-05 19:00,11
26-01-05 18:00,13
26-01-05 17:00,8
26-01-05 16:00,8
26-01-05 15:00,3
26-01-05 14:00,5
26-01-05 13:00,4
26-01-05 12:00,5
26-01-05 11:00,4
26-01-05 10:00,3
26-01-05 09:00,3
26-01-05 08:00,4
26-01-05 07:00,3
26-01-05 06:00,2
26-01-05 05:00,1
26-01-05 04:00,1
26-01-05 03:00,1
26-01-05 02:00,1
26-01-05 01:00,1
26-01-05 00:00,1
25-01-05 23:00,1
25-01-05 22:00,2
25-01-05 21:00,3
25-01-05 20:00,3
25-01-05 19:00,4
25-01-05 18:00,2
25-01-05 17:00,3
25-01-05 16:00,5
25-01-05 15:00,7
25-01-05 14:00,8
25-01-05 13:00,8
25-01-05 12:00,18
25-01-05 11:00,12
25-01-05 10:00,8
25-01-05 09:00,4
25-01-05 08:00,4
25-01-05 07:00,8
25-01-05 06:00,8
25-01-05 05:00,4
25-01-05 04:00,1
