Datum Zeit,Freiberg O3
,µg/m³
01-02-05 00:00,68
31-01-05 23:00,70
31-01-05 22:00,73
31-01-05 21:00,67
31-01-05 20:00,38
31-01-05 19:00,34
31-01-05 18:00,32
31-01-05 17:00,35
31-01-05 16:00,35
31-01-05 15:00,34
31-01-05 14:00,34
31-01-05 13:00,36
31-01-05 12:00,33
31-01-05 11:00,32
31-01-05 10:00,34
31-01-05 09:00,34
31-01-05 08:00,34
31-01-05 07:00,39
31-01-05 06:00,38
31-01-05 05:00,33
31-01-05 04:00,33
31-01-05 03:00,32
31-01-05 02:00,34
31-01-05 01:00,36
31-01-05 00:00,35
30-01-05 23:00,39
30-01-05 22:00,39
30-01-05 21:00,41
30-01-05 20:00,43
30-01-05 19:00,44
30-01-05 18:00,46
30-01-05 17:00,48
30-01-05 16:00,52
30-01-05 15:00,59
30-01-05 14:00,64
30-01-05 13:00,65
30-01-05 12:00,60
30-01-05 11:00,58
30-01-05 10:00,57
30-01-05 09:00,53
30-01-05 08:00,50
30-01-05 07:00,49
30-01-05 06:00,48
30-01-05 05:00,50
30-01-05 04:00,49
30-01-05 03:00,48
30-01-05 02:00,45
30-01-05 01:00,31
30-01-05 00:00,27
29-01-05 23:00,22
29-01-05 22:00,25
29-01-05 21:00,33
29-01-05 20:00,36
29-01-05 19:00,34
29-01-05 18:00,35
29-01-05 17:00,41
29-01-05 16:00,38
29-01-05 15:00,29
29-01-05 14:00,41
29-01-05 13:00,40
29-01-05 12:00,25
29-01-05 11:00,17
29-01-05 10:00,13
29-01-05 09:00,7
29-01-05 08:00,2
29-01-05 07:00,1
29-01-05 06:00,2
29-01-05 05:00,2
29-01-05 04:00,2
29-01-05 03:00,1
29-01-05 02:00,2
29-01-05 01:00,1
29-01-05 00:00,2
28-01-05 23:00,2
28-01-05 22:00,2
28-01-05 21:00,1
28-01-05 20:00,1
28-01-05 19:00,1
28-01-05 18:00,2
28-01-05 17:00,9
28-01-05 16:00,18
28-01-05 15:00,21
28-01-05 14:00,22
28-01-05 13:00,24
28-01-05 12:00,19
28-01-05 11:00,16
28-01-05 10:00,14
28-01-05 09:00,11
28-01-05 08:00,15
28-01-05 07:00,20
28-01-05 06:00,27
28-01-05 05:00,38
28-01-05 04:00,41
28-01-05 03:00,39
28-01-05 02:00,37
28-01-05 01:00,31
28-01-05 00:00,25
27-01-05 23:00,24
27-01-05 22:00,20
27-01-05 21:00,28
27-01-05 20:00,25
27-01-05 19:00,18
27-01-05 18:00,17
27-01-05 17:00,20
27-01-05 16:00,27
27-01-05 15:00,35
27-01-05 14:00,43
27-01-05 13:00,43
27-01-05 12:00,42
27-01-05 11:00,37
27-01-05 10:00,31
27-01-05 09:00,27
27-01-05 08:00,28
27-01-05 07:00,43
27-01-05 06:00,51
27-01-05 05:00,56
27-01-05 04:00,58
27-01-05 03:00,56
27-01-05 02:00,60
27-01-05 01:00,64
27-01-05 00:00,62
26-01-05 23:00,60
26-01-05 22:00,57
26-01-05 21:00,54
26-01-05 20:00,54
26-01-05 19:00,51
26-01-05 18:00,44
26-01-05 17:00,42
26-01-05 16:00,42
26-01-05 15:00,42
26-01-05 14:00,42
26-01-05 13:00,43
26-01-05 12:00,45
26-01-05 11:00,44
26-01-05 10:00,47
26-01-05 09:00,47
26-01-05 08:00,50
26-01-05 07:00,52
26-01-05 06:00,58
26-01-05 05:00,59
26-01-05 04:00,56
26-01-05 03:00,52
26-01-05 02:00,51
26-01-05 01:00,56
26-01-05 00:00,55
25-01-05 23:00,52
25-01-05 22:00,53
25-01-05 21:00,48
25-01-05 20:00,43
25-01-05 19:00,39
25-01-05 18:00,38
25-01-05 17:00,36
25-01-05 16:00,40
25-01-05 15:00,40
25-01-05 14:00,46
25-01-05 13:00,50
25-01-05 12:00,44
25-01-05 11:00,42
25-01-05 10:00,39
25-01-05 09:00,40
25-01-05 08:00,32
25-01-05 07:00,35
25-01-05 06:00,44
25-01-05 05:00,44
25-01-05 04:00,45
25-01-05 03:00,47
25-01-05 02:00,49
25-01-05 01:00,49
25-01-05 00:00,49
24-01-05 23:00,50
24-01-05 22:00,45
24-01-05 21:00,37
24-01-05 20:00,45
24-01-05 19:00,48
24-01-05 18:00,51
24-01-05 17:00,49
24-01-05 16:00,56
24-01-05 15:00,62
24-01-05 14:00,60
24-01-05 13:00,54
24-01-05 12:00,49
24-01-05 11:00,51
24-01-05 10:00,51
24-01-05 09:00,38
24-01-05 08:00,43
24-01-05 07:00,60
24-01-05 06:00,66
24-01-05 05:00,67
24-01-05 04:00,72
24-01-05 03:00,76
24-01-05 02:00,74
24-01-05 01:00,76
24-01-05 00:00,69
23-01-05 23:00,61
23-01-05 22:00,60
23-01-05 21:00,59
23-01-05 20:00,62
23-01-05 19:00,58
23-01-05 18:00,55
23-01-05 17:00,52
23-01-05 16:00,64
23-01-05 15:00,67
23-01-05 14:00,64
23-01-05 13:00,68
23-01-05 12:00,63
23-01-05 11:00,65
23-01-05 10:00,62
23-01-05 09:00,61
23-01-05 08:00,62
23-01-05 07:00,64
23-01-05 06:00,62
23-01-05 05:00,64
23-01-05 04:00,63
23-01-05 03:00,60
23-01-05 02:00,61
23-01-05 01:00,62
23-01-05 00:00,59
22-01-05 23:00,55
22-01-05 22:00,56
22-01-05 21:00,50
22-01-05 20:00,55
22-01-05 19:00,57
22-01-05 18:00,57
22-01-05 17:00,58
22-01-05 16:00,59
22-01-05 15:00,63
22-01-05 14:00,66
22-01-05 13:00,65
22-01-05 12:00,66
22-01-05 11:00,66
22-01-05 10:00,68
22-01-05 09:00,69
22-01-05 08:00,72
22-01-05 07:00,68
22-01-05 06:00,63
22-01-05 05:00,65
22-01-05 04:00,65
22-01-05 03:00,65
22-01-05 02:00,66
22-01-05 01:00,67
22-01-05 00:00,67
21-01-05 23:00,68
21-01-05 22:00,66
21-01-05 21:00,69
21-01-05 20:00,69
21-01-05 19:00,67
21-01-05 18:00,65
21-01-05 17:00,62
21-01-05 16:00,62
21-01-05 15:00,70
21-01-05 14:00,69
21-01-05 13:00,69
21-01-05 12:00,70
21-01-05 11:00,72
21-01-05 10:00,71
21-01-05 09:00,72
21-01-05 08:00,72
21-01-05 07:00,82
21-01-05 06:00,77
21-01-05 05:00,77
21-01-05 04:00,76
21-01-05 03:00,75
21-01-05 02:00,80
21-01-05 01:00,78
21-01-05 00:00,78
20-01-05 23:00,75
20-01-05 22:00,62
20-01-05 21:00,54
20-01-05 20:00,46
20-01-05 19:00,46
20-01-05 18:00,47
20-01-05 17:00,61
20-01-05 16:00,66
20-01-05 15:00,67
20-01-05 14:00,67
20-01-05 13:00,70
20-01-05 12:00,48
20-01-05 11:00,31
20-01-05 10:00,37
20-01-05 09:00,41
20-01-05 08:00,44
20-01-05 07:00,52
20-01-05 06:00,59
20-01-05 05:00,60
20-01-05 04:00,59
20-01-05 03:00,57
20-01-05 02:00,53
20-01-05 01:00,49
20-01-05 00:00,46
19-01-05 23:00,42
19-01-05 22:00,43
19-01-05 21:00,43
19-01-05 20:00,38
19-01-05 19:00,35
19-01-05 18:00,29
19-01-05 17:00,37
19-01-05 16:00,40
19-01-05 15:00,49
19-01-05 14:00,46
19-01-05 13:00,36
19-01-05 12:00,34
19-01-05 11:00,35
19-01-05 10:00,33
19-01-05 09:00,33
19-01-05 08:00,34
19-01-05 07:00,44
19-01-05 06:00,54
19-01-05 05:00,49
19-01-05 04:00,54
19-01-05 03:00,59
19-01-05 02:00,59
19-01-05 01:00,42
19-01-05 00:00,17
18-01-05 23:00,10
18-01-05 22:00,22
18-01-05 21:00,26
18-01-05 20:00,21
18-01-05 19:00,17
18-01-05 18:00,20
18-01-05 17:00,23
18-01-05 16:00,26
18-01-05 15:00,29
18-01-05 14:00,32
18-01-05 13:00,31
18-01-05 12:00,30
18-01-05 11:00,26
18-01-05 10:00,21
18-01-05 09:00,14
18-01-05 08:00,19
18-01-05 07:00,37
18-01-05 06:00,54
18-01-05 05:00,63
18-01-05 04:00,65
18-01-05 03:00,62
18-01-05 02:00,64
18-01-05 01:00,60
18-01-05 00:00,50
17-01-05 23:00,30
17-01-05 22:00,25
17-01-05 21:00,20
17-01-05 20:00,18
17-01-05 19:00,11
17-01-05 18:00,2
17-01-05 17:00,2
17-01-05 16:00,16
17-01-05 15:00,32
17-01-05 14:00,44
17-01-05 13:00,43
17-01-05 12:00,43
17-01-05 11:00,31
17-01-05 10:00,12
17-01-05 09:00,8
17-01-05 08:00,6
17-01-05 07:00,10
17-01-05 06:00,18
17-01-05 05:00,33
17-01-05 04:00,45
17-01-05 03:00,44
17-01-05 02:00,43
17-01-05 01:00,47
17-01-05 00:00,44
16-01-05 23:00,45
16-01-05 22:00,43
16-01-05 21:00,40
16-01-05 20:00,38
16-01-05 19:00,40
16-01-05 18:00,33
16-01-05 17:00,43
16-01-05 16:00,55
16-01-05 15:00,62
16-01-05 14:00,60
16-01-05 13:00,56
16-01-05 12:00,52
16-01-05 11:00,55
16-01-05 10:00,50
16-01-05 09:00,47
16-01-05 08:00,45
16-01-05 07:00,38
16-01-05 06:00,31
16-01-05 05:00,16
16-01-05 04:00,12
16-01-05 03:00,19
16-01-05 02:00,16
16-01-05 01:00,21
16-01-05 00:00,23
15-01-05 23:00,26
15-01-05 22:00,32
15-01-05 21:00,31
15-01-05 20:00,23
15-01-05 19:00,35
15-01-05 18:00,49
15-01-05 17:00,47
15-01-05 16:00,49
15-01-05 15:00,46
15-01-05 14:00,54
15-01-05 13:00,46
15-01-05 12:00,39
15-01-05 11:00,32
15-01-05 10:00,27
15-01-05 09:00,24
15-01-05 08:00,26
15-01-05 07:00,31
15-01-05 06:00,35
15-01-05 05:00,37
15-01-05 04:00,38
15-01-05 03:00,39
15-01-05 02:00,40
15-01-05 01:00,42
15-01-05 00:00,47
14-01-05 23:00,42
14-01-05 22:00,38
14-01-05 21:00,41
14-01-05 20:00,34
14-01-05 19:00,40
14-01-05 18:00,45
14-01-05 17:00,41
14-01-05 16:00,44
14-01-05 15:00,45
14-01-05 14:00,43
14-01-05 13:00,41
14-01-05 12:00,42
14-01-05 11:00,40
14-01-05 10:00,42
14-01-05 09:00,40
14-01-05 08:00,41
14-01-05 07:00,45
14-01-05 06:00,47
14-01-05 05:00,49
14-01-05 04:00,51
14-01-05 03:00,55
14-01-05 02:00,53
14-01-05 01:00,49
14-01-05 00:00,51
13-01-05 23:00,49
13-01-05 22:00,46
13-01-05 21:00,33
13-01-05 20:00,45
13-01-05 19:00,42
13-01-05 18:00,23
13-01-05 17:00,32
